,question,exec_time_seconds,answer,retriever_topk,PREPROCESSOR_SPLIT_BY,PREPROCESSOR_SPLIT_LENGTH,PREPROCESSOR_SPLIT_OVERLAP,EMBEDDING_MODEL,EMBEDDING_MODEL_SHORTNAME,EMBEDDING_MAX_SEQ_LENGTH,OUTPUT_TYPE,OUTPUT_NBEAMS,OUTPUT_MAXLENGTH
2,Who is Avery Kelly?,25.12187433242798,"Avery Kelly is one of the most important people in the history of the world. He is the leader of a group of people known as the Lost. The Lost are the people who were trapped in the Yellow Flower Spiral. They were trapped for a long time in the Abyss, and they were forgotten even by the Abyss. When they were found, they were told that they were the Lost, and that they had to return to the Abyss to save them. However, they didn't want to go back, so they decided to stay in the Spiral for a while. This is where Avery comes in. He was the one who found the Lost and saved them. When he was found, he was told that the Lost were the ones who were responsible for the destruction of the Spiral. He told the Lost that he was responsible for saving them, and the Lost told him that he had to come back to the Spiral and save them again. He said that he would go back and save the Lost again, but that he couldn't go back because he didn't know what he was doing. He asked the Lost if he could help them, but they said that they couldn't help him because he wasn't a part of the Lost anymore. So he asked them if they could help him. They said yes, and he told them that he wanted to help them.",20,word,400,20,../twig_otherverse_parahumans_adapted,finetuned,500,GENERATIVE_BART,8,500
3,Who is Avery Kelly?,43.21945285797119,"Avery Kelly is one of the most important people in the history of the world. He is the leader of a group of people known as the Lost. The Lost are the people who were trapped in the Yellow Flower Spiral. They were trapped for a long time in the Abyss, and they were forgotten even by the Abyss. When they were found, they were told that they were the Lost, and that they had to return to the Abyss to save them. However, they didn't want to go back, so they decided to stay in the Spiral for a while. This is where Avery comes in. He was the one who found the Lost and saved them. When he was found, he was told that the Lost were the ones who were responsible for the destruction of the Spiral. He told the Lost that he was responsible for saving them, and the Lost told him that he had to come back to the Spiral and save them again. He said that he would go back and save the Lost again, but that he couldn't go back because he didn't know what he was doing. He asked the Lost if he could help them, but they said that they couldn't help him because he wasn't a part of the Lost anymore. So he asked them if they could help him. They said yes, and he told them that he wanted to help them.",50,word,400,20,../twig_otherverse_parahumans_adapted,finetuned,500,GENERATIVE_BART,8,500
4,Who is Zed?,4.681617259979248,"Zed is the leader of a group called The Choir. They are a group of people who are trying to figure out what is going on in the world, and how to fix it. They have a website called Rad Ray Sunshine, which has a lot of information on it.",5,word,400,20,../twig_otherverse_parahumans_adapted,finetuned,500,GENERATIVE_BART,8,500
5,Who is Zed?,5.470507621765137,"Zed is the leader of a group called The Choir. They are a group of people who are trying to figure out what is going on in the world, and how to fix it. They have a website called Rad Ray Sunshine, which has a lot of information on it.",10,word,400,20,../twig_otherverse_parahumans_adapted,finetuned,500,GENERATIVE_BART,8,500
6,Who is Zed?,3.6144120693206787,"Zed is the leader of a group called The Choir. They are a group of people who are trying to figure out what is going on in the world, and how to fix it. They have a website called Rad Ray Sunshine, which has a lot of information on it.",20,word,400,20,../twig_otherverse_parahumans_adapted,finetuned,500,GENERATIVE_BART,8,500
7,Who is Zed?,6.17319917678833,"Zed is the leader of a group called The Choir. They are a group of people who are trying to figure out what is going on in the world, and how to fix it. They have a website called Rad Ray Sunshine, which has a lot of information on it.",50,word,400,20,../twig_otherverse_parahumans_adapted,finetuned,500,GENERATIVE_BART,8,500
8,What is Toadswallow?,3.838942289352417,Toadswallow is a bird.,5,word,400,20,../twig_otherverse_parahumans_adapted,finetuned,500,GENERATIVE_BART,8,500
9,What is Toadswallow?,4.095335006713867,Toadswallow is a bird.,10,word,400,20,../twig_otherverse_parahumans_adapted,finetuned,500,GENERATIVE_BART,8,500
10,What is Toadswallow?,3.932203531265259,Toadswallow is a bird.,20,word,400,20,../twig_otherverse_parahumans_adapted,finetuned,500,GENERATIVE_BART,8,500
11,What is Toadswallow?,4.434598922729492,Toadswallow is a bird.,50,word,400,20,../twig_otherverse_parahumans_adapted,finetuned,500,GENERATIVE_BART,8,500
12,What is Miss?,4.6828293800354,"I don't know what you mean by ""Miss"", but I'll give it a shot. ""Miss"" is a word used to describe a woman. It's used to refer to any woman who has been married to another man for more than a certain amount of time. It can also refer to a man who has not been married for a certain number of years.",5,word,400,20,../twig_otherverse_parahumans_adapted,finetuned,500,GENERATIVE_BART,8,500
13,What is Miss?,5.043773651123047,"I don't know what you mean by ""Miss"", but I'll give it a shot. ""Miss"" is a word used to describe a woman. It's used to refer to any woman who has been married to another man for more than a certain amount of time. It can also refer to a man who has not been married for a certain number of years.",10,word,400,20,../twig_otherverse_parahumans_adapted,finetuned,500,GENERATIVE_BART,8,500
14,What is Miss?,5.788254261016846,"I don't know what you mean by ""Miss"", but I'll give it a shot. ""Miss"" is a word used to describe a woman. It's used to refer to any woman who has been married to another man for more than a certain amount of time. It can also refer to a man who has not been married for a certain number of years.",20,word,400,20,../twig_otherverse_parahumans_adapted,finetuned,500,GENERATIVE_BART,8,500
15,What is Miss?,5.4326794147491455,"I don't know what you mean by ""Miss"", but I'll give it a shot. ""Miss"" is a word used to describe a woman. It's used to refer to any woman who has been married to another man for more than a certain amount of time. It can also refer to a man who has not been married for a certain number of years.",50,word,400,20,../twig_otherverse_parahumans_adapted,finetuned,500,GENERATIVE_BART,8,500
16,What is the Forest Ribbon Trail?,5.076244354248047,"The Forest Ribbon Trail is a common first Finding for those practitioners who traverse the Paths, the far-flung realms that exist at the edge of all. The Paths are where things lost to the Ruins, Court, Warren and Spirit World go, drifting on the seas of Oblivion.",5,word,400,20,../twig_otherverse_parahumans_adapted,finetuned,500,GENERATIVE_BART,8,500
17,What is the Forest Ribbon Trail?,6.21004581451416,"The Forest Ribbon Trail is a common first Finding for those practitioners who traverse the Paths, the far-flung realms that exist at the edge of all. The Paths are where things lost to the Ruins, Court, Warren and Spirit World go, drifting on the seas of Oblivion.",10,word,400,20,../twig_otherverse_parahumans_adapted,finetuned,500,GENERATIVE_BART,8,500
18,What is the Forest Ribbon Trail?,6.553762912750244,"The Forest Ribbon Trail is a common first Finding for those practitioners who traverse the Paths, the far-flung realms that exist at the edge of all. The Paths are where things lost to the Ruins, Court, Warren and Spirit World go, drifting on the seas of Oblivion.",20,word,400,20,../twig_otherverse_parahumans_adapted,finetuned,500,GENERATIVE_BART,8,500
19,What is the Forest Ribbon Trail?,4.806870222091675,"The Forest Ribbon Trail is a common first Finding for those practitioners who traverse the Paths, the far-flung realms that exist at the edge of all. The Paths are where things lost to the Ruins, Court, Warren and Spirit World go, drifting on the seas of Oblivion.",50,word,400,20,../twig_otherverse_parahumans_adapted,finetuned,500,GENERATIVE_BART,8,500
20,What animal is Snowdrop?,2.1710846424102783,Snowdrop is an opossum.,5,word,400,20,../twig_otherverse_parahumans_adapted,finetuned,500,GENERATIVE_BART,8,500
21,What animal is Snowdrop?,1.7958431243896484,Snowdrop is an opossum.,10,word,400,20,../twig_otherverse_parahumans_adapted,finetuned,500,GENERATIVE_BART,8,500
22,What animal is Snowdrop?,1.8590106964111328,Snowdrop is an opossum.,20,word,400,20,../twig_otherverse_parahumans_adapted,finetuned,500,GENERATIVE_BART,8,500
23,What animal is Snowdrop?,2.5416550636291504,Snowdrop is an opossum.,50,word,400,20,../twig_otherverse_parahumans_adapted,finetuned,500,GENERATIVE_BART,8,500
24,What happened at the Awakening Ritual?,22.865204334259033,Snowdrop is an opossum.,5,word,400,20,../twig_otherverse_parahumans_adapted,finetuned,500,GENERATIVE_BART,8,500
25,What happened at the Awakening Ritual?,23.7432758808136,Snowdrop is an opossum.,10,word,400,20,../twig_otherverse_parahumans_adapted,finetuned,500,GENERATIVE_BART,8,500
26,What happened at the Awakening Ritual?,19.779863119125366,Snowdrop is an opossum.,20,word,400,20,../twig_otherverse_parahumans_adapted,finetuned,500,GENERATIVE_BART,8,500
27,What happened at the Awakening Ritual?,21.302363395690918,Snowdrop is an opossum.,50,word,400,20,../twig_otherverse_parahumans_adapted,finetuned,500,GENERATIVE_BART,8,500
28,When does the Hungry Choir contest start?,3.1478464603424072,"I don't know the answer to your question, but I can tell you that the contest starts on May 1st and ends on May 31st.",5,word,400,20,../twig_otherverse_parahumans_adapted,finetuned,500,GENERATIVE_BART,8,500
29,When does the Hungry Choir contest start?,4.393171548843384,"I don't know the answer to your question, but I can tell you that the contest starts on May 1st and ends on May 31st.",10,word,400,20,../twig_otherverse_parahumans_adapted,finetuned,500,GENERATIVE_BART,8,500
30,When does the Hungry Choir contest start?,3.2506754398345947,"I don't know the answer to your question, but I can tell you that the contest starts on May 1st and ends on May 31st.",20,word,400,20,../twig_otherverse_parahumans_adapted,finetuned,500,GENERATIVE_BART,8,500
31,When does the Hungry Choir contest start?,3.4335520267486572,"I don't know the answer to your question, but I can tell you that the contest starts on May 1st and ends on May 31st.",50,word,400,20,../twig_otherverse_parahumans_adapted,finetuned,500,GENERATIVE_BART,8,500
32,When does Alpeana Operate?,3.5415892601013184,"Alpeana doesn't ""operate"" in the sense that she doesn't do anything. She's just there to do her job.",5,word,400,20,../twig_otherverse_parahumans_adapted,finetuned,500,GENERATIVE_BART,8,500
33,When does Alpeana Operate?,3.352849245071411,"Alpeana doesn't ""operate"" in the sense that she doesn't do anything. She's just there to do her job.",10,word,400,20,../twig_otherverse_parahumans_adapted,finetuned,500,GENERATIVE_BART,8,500
34,When does Alpeana Operate?,3.6930153369903564,"Alpeana doesn't ""operate"" in the sense that she doesn't do anything. She's just there to do her job.",20,word,400,20,../twig_otherverse_parahumans_adapted,finetuned,500,GENERATIVE_BART,8,500
35,When does Alpeana Operate?,3.376276969909668,"Alpeana doesn't ""operate"" in the sense that she doesn't do anything. She's just there to do her job.",50,word,400,20,../twig_otherverse_parahumans_adapted,finetuned,500,GENERATIVE_BART,8,500
36,Where is Kennet?,2.7903833389282227,"Kennet is a small town in Ontario, Canada. It has a population of about 10,000.",5,word,400,20,../twig_otherverse_parahumans_adapted,finetuned,500,GENERATIVE_BART,8,500
37,Where is Kennet?,2.552732229232788,"Kennet is a small town in Ontario, Canada. It has a population of about 10,000.",10,word,400,20,../twig_otherverse_parahumans_adapted,finetuned,500,GENERATIVE_BART,8,500
38,Where is Kennet?,2.6556742191314697,"Kennet is a small town in Ontario, Canada. It has a population of about 10,000.",20,word,400,20,../twig_otherverse_parahumans_adapted,finetuned,500,GENERATIVE_BART,8,500
39,Where is Kennet?,2.632704973220825,"Kennet is a small town in Ontario, Canada. It has a population of about 10,000.",50,word,400,20,../twig_otherverse_parahumans_adapted,finetuned,500,GENERATIVE_BART,8,500
40,Where is the Arena?,4.33143949508667,The Arena is the largest building in Kennet. It was built in the late 19th century and was the home of the Kennet Ice Hockey Association (KIAA). The KIAA is the oldest ice hockey league in the United States.,5,word,400,20,../twig_otherverse_parahumans_adapted,finetuned,500,GENERATIVE_BART,8,500
41,Where is the Arena?,5.015443801879883,The Arena is the largest building in Kennet. It was built in the late 19th century and was the home of the Kennet Ice Hockey Association (KIAA). The KIAA is the oldest ice hockey league in the United States.,10,word,400,20,../twig_otherverse_parahumans_adapted,finetuned,500,GENERATIVE_BART,8,500
42,Where is the Arena?,4.43030047416687,The Arena is the largest building in Kennet. It was built in the late 19th century and was the home of the Kennet Ice Hockey Association (KIAA). The KIAA is the oldest ice hockey league in the United States.,20,word,400,20,../twig_otherverse_parahumans_adapted,finetuned,500,GENERATIVE_BART,8,500
43,Where is the Arena?,5.9311442375183105,The Arena is the largest building in Kennet. It was built in the late 19th century and was the home of the Kennet Ice Hockey Association (KIAA). The KIAA is the oldest ice hockey league in the United States.,50,word,400,20,../twig_otherverse_parahumans_adapted,finetuned,500,GENERATIVE_BART,8,500
44,Why was Avery chosen for Awakening?,3.9774880409240723,"Avery was chosen for Awakening because she was one of the few people who had the ability to see the future. She was able to see what was going to happen in the future, and she was chosen because she had the potential to do it.",5,word,400,20,../twig_otherverse_parahumans_adapted,finetuned,500,GENERATIVE_BART,8,500
45,Why was Avery chosen for Awakening?,3.156707763671875,"Avery was chosen for Awakening because she was one of the few people who had the ability to see the future. She was able to see what was going to happen in the future, and she was chosen because she had the potential to do it.",10,word,400,20,../twig_otherverse_parahumans_adapted,finetuned,500,GENERATIVE_BART,8,500
46,Why was Avery chosen for Awakening?,3.1393234729766846,"Avery was chosen for Awakening because she was one of the few people who had the ability to see the future. She was able to see what was going to happen in the future, and she was chosen because she had the potential to do it.",20,word,400,20,../twig_otherverse_parahumans_adapted,finetuned,500,GENERATIVE_BART,8,500
47,Why was Avery chosen for Awakening?,3.3443591594696045,"Avery was chosen for Awakening because she was one of the few people who had the ability to see the future. She was able to see what was going to happen in the future, and she was chosen because she had the potential to do it.",50,word,400,20,../twig_otherverse_parahumans_adapted,finetuned,500,GENERATIVE_BART,8,500
48,Why is Maricaca a suspect?,2.9986371994018555,"Maricica is not a suspect in the disappearance of the Carmine Beast. There is no evidence that Maricica had anything to do with it, and there is no reason to believe that she did.",5,word,400,20,../twig_otherverse_parahumans_adapted,finetuned,500,GENERATIVE_BART,8,500
49,Why is Maricaca a suspect?,3.7533419132232666,"Maricica is not a suspect in the disappearance of the Carmine Beast. There is no evidence that Maricica had anything to do with it, and there is no reason to believe that she did.",10,word,400,20,../twig_otherverse_parahumans_adapted,finetuned,500,GENERATIVE_BART,8,500
50,Why is Maricaca a suspect?,4.4464192390441895,"Maricica is not a suspect in the disappearance of the Carmine Beast. There is no evidence that Maricica had anything to do with it, and there is no reason to believe that she did.",20,word,400,20,../twig_otherverse_parahumans_adapted,finetuned,500,GENERATIVE_BART,8,500
51,Why is Maricaca a suspect?,3.9276061058044434,"Maricica is not a suspect in the disappearance of the Carmine Beast. There is no evidence that Maricica had anything to do with it, and there is no reason to believe that she did.",50,word,400,20,../twig_otherverse_parahumans_adapted,finetuned,500,GENERATIVE_BART,8,500
52,How does Verona's Sight describe objects?,5.609064817428589,"I'm not sure if this is what you're looking for, but Verona's Sight can be used to describe objects in a variety of ways. For example, if you look at a picture of a tree, you can see that it has a lot of branches, and that the branches are arranged in a way that makes it look like it's a tree. You can also use it to describe the shape of the tree, and how it's arranged in relation to the ground, and so on.",5,word,400,20,../twig_otherverse_parahumans_adapted,finetuned,500,GENERATIVE_BART,8,500
53,How does Verona's Sight describe objects?,7.719208717346191,"I'm not sure if this is what you're looking for, but Verona's Sight can be used to describe objects in a variety of ways. For example, if you look at a picture of a tree, you can see that it has a lot of branches, and that the branches are arranged in a way that makes it look like it's a tree. You can also use it to describe the shape of the tree, and how it's arranged in relation to the ground, and so on.",10,word,400,20,../twig_otherverse_parahumans_adapted,finetuned,500,GENERATIVE_BART,8,500
54,How does Verona's Sight describe objects?,7.912684202194214,"I'm not sure if this is what you're looking for, but Verona's Sight can be used to describe objects in a variety of ways. For example, if you look at a picture of a tree, you can see that it has a lot of branches, and that the branches are arranged in a way that makes it look like it's a tree. You can also use it to describe the shape of the tree, and how it's arranged in relation to the ground, and so on.",20,word,400,20,../twig_otherverse_parahumans_adapted,finetuned,500,GENERATIVE_BART,8,500
55,How does Verona's Sight describe objects?,5.8140788078308105,"I'm not sure if this is what you're looking for, but Verona's Sight can be used to describe objects in a variety of ways. For example, if you look at a picture of a tree, you can see that it has a lot of branches, and that the branches are arranged in a way that makes it look like it's a tree. You can also use it to describe the shape of the tree, and how it's arranged in relation to the ground, and so on.",50,word,400,20,../twig_otherverse_parahumans_adapted,finetuned,500,GENERATIVE_BART,8,500
56,How long has the Carmine been dead?,2.9126620292663574,"I don't know the answer to your question, but I can tell you that the Carmine has been dead for a very long time.",5,word,400,20,../twig_otherverse_parahumans_adapted,finetuned,500,GENERATIVE_BART,8,500
57,How long has the Carmine been dead?,3.4578638076782227,"I don't know the answer to your question, but I can tell you that the Carmine has been dead for a very long time.",10,word,400,20,../twig_otherverse_parahumans_adapted,finetuned,500,GENERATIVE_BART,8,500
58,How long has the Carmine been dead?,4.694055557250977,"I don't know the answer to your question, but I can tell you that the Carmine has been dead for a very long time.",20,word,400,20,../twig_otherverse_parahumans_adapted,finetuned,500,GENERATIVE_BART,8,500
59,How long has the Carmine been dead?,3.538048267364502,"I don't know the answer to your question, but I can tell you that the Carmine has been dead for a very long time.",50,word,400,20,../twig_otherverse_parahumans_adapted,finetuned,500,GENERATIVE_BART,8,500
60,How old is Matthew?,7.601604700088501,"I don't know the answer to your question, but I can tell you that Matthew was born in the early 90s. He was raised by his mother and father, and he was raised in a very religious household. His father was a pastor, and his mother was a nun. His mother was also a nun, and her husband was a priest. Matthew was raised as a Catholic, and was baptized at the age of five. He grew up in a Catholic home, and attended Catholic school. He graduated from Catholic school in the late 90s, and went on to attend Harvard University, where he graduated with a degree in history. He married a Catholic woman, and had a child with her.",5,word,400,20,../twig_otherverse_parahumans_adapted,finetuned,500,GENERATIVE_BART,8,500
61,How old is Matthew?,9.09990668296814,"I don't know the answer to your question, but I can tell you that Matthew was born in the early 90s. He was raised by his mother and father, and he was raised in a very religious household. His father was a pastor, and his mother was a nun. His mother was also a nun, and her husband was a priest. Matthew was raised as a Catholic, and was baptized at the age of five. He grew up in a Catholic home, and attended Catholic school. He graduated from Catholic school in the late 90s, and went on to attend Harvard University, where he graduated with a degree in history. He married a Catholic woman, and had a child with her.",10,word,400,20,../twig_otherverse_parahumans_adapted,finetuned,500,GENERATIVE_BART,8,500
62,How old is Matthew?,11.754680871963501,"I don't know the answer to your question, but I can tell you that Matthew was born in the early 90s. He was raised by his mother and father, and he was raised in a very religious household. His father was a pastor, and his mother was a nun. His mother was also a nun, and her husband was a priest. Matthew was raised as a Catholic, and was baptized at the age of five. He grew up in a Catholic home, and attended Catholic school. He graduated from Catholic school in the late 90s, and went on to attend Harvard University, where he graduated with a degree in history. He married a Catholic woman, and had a child with her.",20,word,400,20,../twig_otherverse_parahumans_adapted,finetuned,500,GENERATIVE_BART,8,500
63,How old is Matthew?,7.4422619342803955,"I don't know the answer to your question, but I can tell you that Matthew was born in the early 90s. He was raised by his mother and father, and he was raised in a very religious household. His father was a pastor, and his mother was a nun. His mother was also a nun, and her husband was a priest. Matthew was raised as a Catholic, and was baptized at the age of five. He grew up in a Catholic home, and attended Catholic school. He graduated from Catholic school in the late 90s, and went on to attend Harvard University, where he graduated with a degree in history. He married a Catholic woman, and had a child with her.",50,word,400,20,../twig_otherverse_parahumans_adapted,finetuned,500,GENERATIVE_BART,8,500
0,Who is Avery Kelly?,9.762353420257568,Avery Kelly is one of the most famous people in the history of the world. She was the first woman to win the Nobel Prize in Physics. She is also the first person to win a Nobel Prize for Physics.,5,word,400,20,sentence-transformers/msmarco-bert-base-dot-v5,msmarco_bert,500,GENERATIVE_BART,8,500
1,Who is Avery Kelly?,5.336927652359009,Avery Kelly is one of the most famous people in the history of the world. She was the first woman to win the Nobel Prize in Physics. She is also the first person to win a Nobel Prize for Physics.,10,word,400,20,sentence-transformers/msmarco-bert-base-dot-v5,msmarco_bert,500,GENERATIVE_BART,8,500
2,Who is Avery Kelly?,4.150171518325806,Avery Kelly is one of the most famous people in the history of the world. She was the first woman to win the Nobel Prize in Physics. She is also the first person to win a Nobel Prize for Physics.,20,word,400,20,sentence-transformers/msmarco-bert-base-dot-v5,msmarco_bert,500,GENERATIVE_BART,8,500
3,Who is Avery Kelly?,5.454230308532715,Avery Kelly is one of the most famous people in the history of the world. She was the first woman to win the Nobel Prize in Physics. She is also the first person to win a Nobel Prize for Physics.,50,word,400,20,sentence-transformers/msmarco-bert-base-dot-v5,msmarco_bert,500,GENERATIVE_BART,8,500
4,Who is Zed?,3.888518810272217,"Zed is the name of a character in the movie *The Last Samurai*. He is the protagonist of the movie, but he is not a real person. He is a fictional character created by the writers of the film. The movie is based on a true story.",5,word,400,20,sentence-transformers/msmarco-bert-base-dot-v5,msmarco_bert,500,GENERATIVE_BART,8,500
5,Who is Zed?,3.2868964672088623,"Zed is the name of a character in the movie *The Last Samurai*. He is the protagonist of the movie, but he is not a real person. He is a fictional character created by the writers of the film. The movie is based on a true story.",10,word,400,20,sentence-transformers/msmarco-bert-base-dot-v5,msmarco_bert,500,GENERATIVE_BART,8,500
6,Who is Zed?,3.9561922550201416,"Zed is the name of a character in the movie *The Last Samurai*. He is the protagonist of the movie, but he is not a real person. He is a fictional character created by the writers of the film. The movie is based on a true story.",20,word,400,20,sentence-transformers/msmarco-bert-base-dot-v5,msmarco_bert,500,GENERATIVE_BART,8,500
7,Who is Zed?,5.651426076889038,"Zed is the name of a character in the movie *The Last Samurai*. He is the protagonist of the movie, but he is not a real person. He is a fictional character created by the writers of the film. The movie is based on a true story.",50,word,400,20,sentence-transformers/msmarco-bert-base-dot-v5,msmarco_bert,500,GENERATIVE_BART,8,500
8,What is Toadswallow?,4.241957187652588,Toadswallow is a bird that can fly.,5,word,400,20,sentence-transformers/msmarco-bert-base-dot-v5,msmarco_bert,500,GENERATIVE_BART,8,500
9,What is Toadswallow?,3.6819798946380615,Toadswallow is a bird that can fly.,10,word,400,20,sentence-transformers/msmarco-bert-base-dot-v5,msmarco_bert,500,GENERATIVE_BART,8,500
10,What is Toadswallow?,3.817122220993042,Toadswallow is a bird that can fly.,20,word,400,20,sentence-transformers/msmarco-bert-base-dot-v5,msmarco_bert,500,GENERATIVE_BART,8,500
11,What is Toadswallow?,3.933016777038574,Toadswallow is a bird that can fly.,50,word,400,20,sentence-transformers/msmarco-bert-base-dot-v5,msmarco_bert,500,GENERATIVE_BART,8,500
12,What is Miss?,18.51019549369812,Toadswallow is a bird that can fly.,5,word,400,20,sentence-transformers/msmarco-bert-base-dot-v5,msmarco_bert,500,GENERATIVE_BART,8,500
13,What is Miss?,11.541231393814087,Toadswallow is a bird that can fly.,10,word,400,20,sentence-transformers/msmarco-bert-base-dot-v5,msmarco_bert,500,GENERATIVE_BART,8,500
14,What is Miss?,14.740352630615234,Toadswallow is a bird that can fly.,20,word,400,20,sentence-transformers/msmarco-bert-base-dot-v5,msmarco_bert,500,GENERATIVE_BART,8,500
15,What is Miss?,14.356508731842041,Toadswallow is a bird that can fly.,50,word,400,20,sentence-transformers/msmarco-bert-base-dot-v5,msmarco_bert,500,GENERATIVE_BART,8,500
16,What is the Forest Ribbon Trail?,6.553467750549316,"The Forest Ribbon Trail is a common first Finding for those practitioners who traverse the Paths, the far-flung realms that exist at the edge of all. The Paths were once thought to be the dream realm, and some even hold to this delusions, but this is false. Instead, they are where things lost to the Ruins, Court, Warren and Spirit World go, drifting on the seas of Oblivion.",5,word,400,20,sentence-transformers/msmarco-bert-base-dot-v5,msmarco_bert,500,GENERATIVE_BART,8,500
17,What is the Forest Ribbon Trail?,6.754106521606445,"The Forest Ribbon Trail is a common first Finding for those practitioners who traverse the Paths, the far-flung realms that exist at the edge of all. The Paths were once thought to be the dream realm, and some even hold to this delusions, but this is false. Instead, they are where things lost to the Ruins, Court, Warren and Spirit World go, drifting on the seas of Oblivion.",10,word,400,20,sentence-transformers/msmarco-bert-base-dot-v5,msmarco_bert,500,GENERATIVE_BART,8,500
18,What is the Forest Ribbon Trail?,8.003655433654785,"The Forest Ribbon Trail is a common first Finding for those practitioners who traverse the Paths, the far-flung realms that exist at the edge of all. The Paths were once thought to be the dream realm, and some even hold to this delusions, but this is false. Instead, they are where things lost to the Ruins, Court, Warren and Spirit World go, drifting on the seas of Oblivion.",20,word,400,20,sentence-transformers/msmarco-bert-base-dot-v5,msmarco_bert,500,GENERATIVE_BART,8,500
19,What is the Forest Ribbon Trail?,7.005145788192749,"The Forest Ribbon Trail is a common first Finding for those practitioners who traverse the Paths, the far-flung realms that exist at the edge of all. The Paths were once thought to be the dream realm, and some even hold to this delusions, but this is false. Instead, they are where things lost to the Ruins, Court, Warren and Spirit World go, drifting on the seas of Oblivion.",50,word,400,20,sentence-transformers/msmarco-bert-base-dot-v5,msmarco_bert,500,GENERATIVE_BART,8,500
20,What animal is Snowdrop?,3.6340603828430176,They're dust bunnies.,5,word,400,20,sentence-transformers/msmarco-bert-base-dot-v5,msmarco_bert,500,GENERATIVE_BART,8,500
21,What animal is Snowdrop?,3.0378429889678955,They're dust bunnies.,10,word,400,20,sentence-transformers/msmarco-bert-base-dot-v5,msmarco_bert,500,GENERATIVE_BART,8,500
22,What animal is Snowdrop?,3.7449088096618652,They're dust bunnies.,20,word,400,20,sentence-transformers/msmarco-bert-base-dot-v5,msmarco_bert,500,GENERATIVE_BART,8,500
23,What animal is Snowdrop?,3.922661542892456,They're dust bunnies.,50,word,400,20,sentence-transformers/msmarco-bert-base-dot-v5,msmarco_bert,500,GENERATIVE_BART,8,500
24,What happened at the Awakening Ritual?,10.801265954971313,"I don't know if this is what you're looking for, but here's my take on it. The Awakening Ritual is a way to open your eyes to the world around you. It's a way for you to be aware of what's around you, and how you interact with the world. There are many ways to do this, but the most common way is to make a pact with yourself. You make a promise to yourself that you won't hurt anyone, and that you'll do whatever it takes to keep that promise. You also make a pledge to others that you will do whatever they ask of you. If you don't do what they ask you to do, you're not going to be able to do anything about it.",5,word,400,20,sentence-transformers/msmarco-bert-base-dot-v5,msmarco_bert,500,GENERATIVE_BART,8,500
25,What happened at the Awakening Ritual?,10.294631481170654,"I don't know if this is what you're looking for, but here's my take on it. The Awakening Ritual is a way to open your eyes to the world around you. It's a way for you to be aware of what's around you, and how you interact with the world. There are many ways to do this, but the most common way is to make a pact with yourself. You make a promise to yourself that you won't hurt anyone, and that you'll do whatever it takes to keep that promise. You also make a pledge to others that you will do whatever they ask of you. If you don't do what they ask you to do, you're not going to be able to do anything about it.",10,word,400,20,sentence-transformers/msmarco-bert-base-dot-v5,msmarco_bert,500,GENERATIVE_BART,8,500
26,What happened at the Awakening Ritual?,12.317870616912842,"I don't know if this is what you're looking for, but here's my take on it. The Awakening Ritual is a way to open your eyes to the world around you. It's a way for you to be aware of what's around you, and how you interact with the world. There are many ways to do this, but the most common way is to make a pact with yourself. You make a promise to yourself that you won't hurt anyone, and that you'll do whatever it takes to keep that promise. You also make a pledge to others that you will do whatever they ask of you. If you don't do what they ask you to do, you're not going to be able to do anything about it.",20,word,400,20,sentence-transformers/msmarco-bert-base-dot-v5,msmarco_bert,500,GENERATIVE_BART,8,500
27,What happened at the Awakening Ritual?,11.246999502182007,"I don't know if this is what you're looking for, but here's my take on it. The Awakening Ritual is a way to open your eyes to the world around you. It's a way for you to be aware of what's around you, and how you interact with the world. There are many ways to do this, but the most common way is to make a pact with yourself. You make a promise to yourself that you won't hurt anyone, and that you'll do whatever it takes to keep that promise. You also make a pledge to others that you will do whatever they ask of you. If you don't do what they ask you to do, you're not going to be able to do anything about it.",50,word,400,20,sentence-transformers/msmarco-bert-base-dot-v5,msmarco_bert,500,GENERATIVE_BART,8,500
28,When does the Hungry Choir contest start?,3.0353405475616455,"I don't know the exact date, but I think it's around the same time every year.",5,word,400,20,sentence-transformers/msmarco-bert-base-dot-v5,msmarco_bert,500,GENERATIVE_BART,8,500
29,When does the Hungry Choir contest start?,1.9632980823516846,"I don't know the exact date, but I think it's around the same time every year.",10,word,400,20,sentence-transformers/msmarco-bert-base-dot-v5,msmarco_bert,500,GENERATIVE_BART,8,500
30,When does the Hungry Choir contest start?,2.176553964614868,"I don't know the exact date, but I think it's around the same time every year.",20,word,400,20,sentence-transformers/msmarco-bert-base-dot-v5,msmarco_bert,500,GENERATIVE_BART,8,500
31,When does the Hungry Choir contest start?,3.423139810562134,"I don't know the exact date, but I think it's around the same time every year.",50,word,400,20,sentence-transformers/msmarco-bert-base-dot-v5,msmarco_bert,500,GENERATIVE_BART,8,500
32,When does Alpeana Operate?,4.397217512130737,"Alpeana doesn't ""operate"" in the sense that she doesn't do anything. She's just there to do her job. She doesn't have to do anything, she just does it.",5,word,400,20,sentence-transformers/msmarco-bert-base-dot-v5,msmarco_bert,500,GENERATIVE_BART,8,500
